enum_name,enum_id,bedes_content_uuid,bedes_term,bedes_definition,bedes_url,bedes_related_term_uuid,distance
5B,4209,815a32a1-a751-45de-9565-f90e7e6eb54a,5B,ASHRAE. Cool and dry. 5400 < HDD65F <= 7200,https://bedes.lbl.gov/node/815a32a1-a751-45de-9565-f90e7e6eb54a,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
5C,4210,303c44c3-3a21-4633-b43a-0721756900ad,5C,ASHRAE. Cool marine. 5400 < HDD65F <= 7200,https://bedes.lbl.gov/node/303c44c3-3a21-4633-b43a-0721756900ad,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
6A,4211,9584e8aa-5db2-43d7-976c-edec745d42e8,6A,ASHRAE. Cold and humid. 7200 < HDD65F <= 9000,https://bedes.lbl.gov/node/9584e8aa-5db2-43d7-976c-edec745d42e8,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
6B,4212,01f71fd6-5285-45a7-ba8b-f622676a1611,6B,ASHRAE. Cold and dry. 7200 < HDD65F <= 9000,https://bedes.lbl.gov/node/01f71fd6-5285-45a7-ba8b-f622676a1611,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
7,4213,38e04aa1-b194-4b35-94fa-29c722f8997e,7,ASHRAE. Very cold. 9000 < HDD65F <= 12600. California Title 24 representative city of San Diego. IECC Zone,https://bedes.lbl.gov/node/38e04aa1-b194-4b35-94fa-29c722f8997e,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
8,4214,4a379f63-0bb5-4cb5-a04a-8f7269f0d723,8,ASHRAE. Subarctic. 12600 < HDD65F. California Title 24 representative city of El Toro. IECC Zone.,https://bedes.lbl.gov/node/4a379f63-0bb5-4cb5-a04a-8f7269f0d723,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Northern,4215,0967418c-5b7b-4892-8ffa-b1466dac7b08,Northern,Energy Star zone.,https://bedes.lbl.gov/node/0967418c-5b7b-4892-8ffa-b1466dac7b08,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
North-Central,4216,01d7c566-f181-4ff4-9d5f-7041fcc16ed0,North Central,Energy Star zone.,https://bedes.lbl.gov/node/01d7c566-f181-4ff4-9d5f-7041fcc16ed0,af2178d7-3ed1-456d-af87-3decc69dd233,0.9692307692307692
South-Central,4217,43ed30fc-d869-492c-8f32-36eccb02370d,South Central,Energy Star zone.,https://bedes.lbl.gov/node/43ed30fc-d869-492c-8f32-36eccb02370d,af2178d7-3ed1-456d-af87-3decc69dd233,0.9692307692307692
Southern,4218,432851f0-960f-456a-8be9-ab684a322cac,Southern,Energy Star zone.,https://bedes.lbl.gov/node/432851f0-960f-456a-8be9-ab684a322cac,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Climate Zone 1,4219,,,,,,
Climate Zone 2,4220,,,,,,
Climate Zone 3,4221,,,,,,
Climate Zone 4,4222,,,,,,
Climate Zone 5,4223,,,,,,
Climate Zone 6,4224,,,,,,
Climate Zone 7,4225,,,,,,
Climate Zone 8,4226,,,,,,
Climate Zone 9,4227,,,,,,
Climate Zone 10,4228,,,,,,
Climate Zone 11,4229,,,,,,
Climate Zone 12,4230,,,,,,
Climate Zone 13,4231,,,,,,
Climate Zone 14,4232,,,,,,
Climate Zone 15,4233,,,,,,
Climate Zone 16,4234,,,,,,
1,4235,3d986910-fcb2-405b-ae98-a7575cb931f0,1,California Title 24 representative city of Arcata. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/3d986910-fcb2-405b-ae98-a7575cb931f0,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
2,4236,c93c15d4-97ee-4f03-bf51-f988e3a760c7,2,California Title 24 representative city of Santa Rosa. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/c93c15d4-97ee-4f03-bf51-f988e3a760c7,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
3,4237,5fadc1df-d7d9-4328-ba24-93306ba9f82a,3,California Title 24 representative city of Oakland. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/5fadc1df-d7d9-4328-ba24-93306ba9f82a,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
4 (Except Marine),4238,,,,,,
4 (Marine),4239,,,,,,
5,4240,a989a284-d242-41db-92b2-f2e166cd8a75,5,California Title 24 representative city of Santa Marina. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/a989a284-d242-41db-92b2-f2e166cd8a75,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
6,4241,50db75f3-a69b-4a8c-96c3-daed909445b0,6,California Title 24 representative city of Los Angeles. IECC Zone,https://bedes.lbl.gov/node/50db75f3-a69b-4a8c-96c3-daed909445b0,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
7,4242,38e04aa1-b194-4b35-94fa-29c722f8997e,7,ASHRAE. Very cold. 9000 < HDD65F <= 12600. California Title 24 representative city of San Diego. IECC Zone,https://bedes.lbl.gov/node/38e04aa1-b194-4b35-94fa-29c722f8997e,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
8,4243,4a379f63-0bb5-4cb5-a04a-8f7269f0d723,8,ASHRAE. Subarctic. 12600 < HDD65F. California Title 24 representative city of El Toro. IECC Zone.,https://bedes.lbl.gov/node/4a379f63-0bb5-4cb5-a04a-8f7269f0d723,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Subarctic,4244,25237be0-aa42-4b74-a9a0-f90486f0ff5f,Subarctic,Building America or DOE zone.,https://bedes.lbl.gov/node/25237be0-aa42-4b74-a9a0-f90486f0ff5f,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Marine,4245,db379977-c3b0-4e75-a499-f54461ae4512,Marine,Building America or DOE zone.,https://bedes.lbl.gov/node/db379977-c3b0-4e75-a499-f54461ae4512,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Hot-dry,4246,5b3daaa5-c7c9-40d9-937f-63d2d1c5750a,Hot dry,Building America or DOE zone.,https://bedes.lbl.gov/node/5b3daaa5-c7c9-40d9-937f-63d2d1c5750a,af2178d7-3ed1-456d-af87-3decc69dd233,0.9333333333333333
Mixed-dry,4247,14f195cb-f6c6-4869-9f5b-a3f9b3a2230c,Mixed dry,Building America or DOE zone.,https://bedes.lbl.gov/node/14f195cb-f6c6-4869-9f5b-a3f9b3a2230c,af2178d7-3ed1-456d-af87-3decc69dd233,0.9555555555555556
Hot-humid,4248,b7ef21c4-a897-48b3-a116-9185cc8066f8,Hot humid,Building America or DOE zone.,https://bedes.lbl.gov/node/b7ef21c4-a897-48b3-a116-9185cc8066f8,af2178d7-3ed1-456d-af87-3decc69dd233,0.9481481481481482
Mixed-humid,4249,d6cd8a8e-1713-4f7c-a169-aa63b9fb3661,Mixed humid,Building America or DOE zone.,https://bedes.lbl.gov/node/d6cd8a8e-1713-4f7c-a169-aa63b9fb3661,af2178d7-3ed1-456d-af87-3decc69dd233,0.9636363636363636
Cold,4250,ca84d0e1-cb59-45ce-b407-d6a9d0793788,Cold,Building America or DOE zone.,https://bedes.lbl.gov/node/ca84d0e1-cb59-45ce-b407-d6a9d0793788,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Very cold,4251,d79f488d-5140-4807-973b-fc20653a6d53,Very cold,Building America or DOE zone.,https://bedes.lbl.gov/node/d79f488d-5140-4807-973b-fc20653a6d53,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
1,4252,3d986910-fcb2-405b-ae98-a7575cb931f0,1,California Title 24 representative city of Arcata. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/3d986910-fcb2-405b-ae98-a7575cb931f0,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
2,4253,c93c15d4-97ee-4f03-bf51-f988e3a760c7,2,California Title 24 representative city of Santa Rosa. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/c93c15d4-97ee-4f03-bf51-f988e3a760c7,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
3,4254,5fadc1df-d7d9-4328-ba24-93306ba9f82a,3,California Title 24 representative city of Oakland. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/5fadc1df-d7d9-4328-ba24-93306ba9f82a,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
4,4255,49ed1dd1-c8ff-4fbe-816d-07359feb5075,4,California Title 24 representative city of Sunnyvale. CBECS zone.,https://bedes.lbl.gov/node/49ed1dd1-c8ff-4fbe-816d-07359feb5075,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
5,4256,a989a284-d242-41db-92b2-f2e166cd8a75,5,California Title 24 representative city of Santa Marina. IECC Zone. CBECS zone.,https://bedes.lbl.gov/node/a989a284-d242-41db-92b2-f2e166cd8a75,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Subarctic,4257,25237be0-aa42-4b74-a9a0-f90486f0ff5f,Subarctic,Building America or DOE zone.,https://bedes.lbl.gov/node/25237be0-aa42-4b74-a9a0-f90486f0ff5f,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Marine,4258,db379977-c3b0-4e75-a499-f54461ae4512,Marine,Building America or DOE zone.,https://bedes.lbl.gov/node/db379977-c3b0-4e75-a499-f54461ae4512,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Hot-dry,4259,5b3daaa5-c7c9-40d9-937f-63d2d1c5750a,Hot dry,Building America or DOE zone.,https://bedes.lbl.gov/node/5b3daaa5-c7c9-40d9-937f-63d2d1c5750a,af2178d7-3ed1-456d-af87-3decc69dd233,0.9333333333333333
Mixed-dry,4260,14f195cb-f6c6-4869-9f5b-a3f9b3a2230c,Mixed dry,Building America or DOE zone.,https://bedes.lbl.gov/node/14f195cb-f6c6-4869-9f5b-a3f9b3a2230c,af2178d7-3ed1-456d-af87-3decc69dd233,0.9555555555555556
Hot-humid,4261,b7ef21c4-a897-48b3-a116-9185cc8066f8,Hot humid,Building America or DOE zone.,https://bedes.lbl.gov/node/b7ef21c4-a897-48b3-a116-9185cc8066f8,af2178d7-3ed1-456d-af87-3decc69dd233,0.9481481481481482
Mixed-humid,4262,d6cd8a8e-1713-4f7c-a169-aa63b9fb3661,Mixed humid,Building America or DOE zone.,https://bedes.lbl.gov/node/d6cd8a8e-1713-4f7c-a169-aa63b9fb3661,af2178d7-3ed1-456d-af87-3decc69dd233,0.9636363636363636
Cold,4263,ca84d0e1-cb59-45ce-b407-d6a9d0793788,Cold,Building America or DOE zone.,https://bedes.lbl.gov/node/ca84d0e1-cb59-45ce-b407-d6a9d0793788,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
Very cold,4264,d79f488d-5140-4807-973b-fc20653a6d53,Very cold,Building America or DOE zone.,https://bedes.lbl.gov/node/d79f488d-5140-4807-973b-fc20653a6d53,af2178d7-3ed1-456d-af87-3decc69dd233,1.0
AKGD,4265,f2da1c0c-21fb-4263-a032-fd71dde66e2f,AKGD,ASCC Alaska Grid / Alaska Power Grid,https://bedes.lbl.gov/node/f2da1c0c-21fb-4263-a032-fd71dde66e2f,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
AKMS,4266,03b08589-8060-40bc-a41e-ac0c9a757694,AKMS,ASCC Miscellaneous / Alaska Power Grid,https://bedes.lbl.gov/node/03b08589-8060-40bc-a41e-ac0c9a757694,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
AZNM,4267,89e701f0-6d78-4b48-8f2d-0574139e7532,AZNM,WECC Southwest / Western Power Grid,https://bedes.lbl.gov/node/89e701f0-6d78-4b48-8f2d-0574139e7532,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
CAMX,4268,acb4424d-f637-4504-879d-308437634b42,CAMX,WECC California / Western Power Grid,https://bedes.lbl.gov/node/acb4424d-f637-4504-879d-308437634b42,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
ERCT,4269,1f66a15a-3f69-4c62-bfb8-1b62f303bd1f,ERCT,ERCOT all / ERCOT Power Grid,https://bedes.lbl.gov/node/1f66a15a-3f69-4c62-bfb8-1b62f303bd1f,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
FRCC,4270,7cf756d3-e43e-4d5c-b035-6a7453611851,FRCC,FRCC All / Eastern Power Grid,https://bedes.lbl.gov/node/7cf756d3-e43e-4d5c-b035-6a7453611851,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
HIMS,4271,9ce4b5b7-5e61-4292-bbd4-cae1ed51e220,HIMS,HICC Miscellaneous / Hawaii Power Grid,https://bedes.lbl.gov/node/9ce4b5b7-5e61-4292-bbd4-cae1ed51e220,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
HIOA,4272,ceac284b-6629-4acf-bcbb-381b1185052f,HIOA,HICC Oahu / Hawaii Power Grid,https://bedes.lbl.gov/node/ceac284b-6629-4acf-bcbb-381b1185052f,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
MORE,4273,a1d50681-5cda-44b3-9c9b-5121d2a5a2b3,MORE,MRO East / Eastern Power Grid,https://bedes.lbl.gov/node/a1d50681-5cda-44b3-9c9b-5121d2a5a2b3,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
MROW,4274,a7864428-0979-46ff-8e62-1383d3113f44,MROW,MRO West / Eastern Power Grid,https://bedes.lbl.gov/node/a7864428-0979-46ff-8e62-1383d3113f44,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
NEWE,4275,2f8c6a90-c0cf-4489-ac7a-9476ce13ddae,NEWE,NPCC New England / Eastern Power Grid,https://bedes.lbl.gov/node/2f8c6a90-c0cf-4489-ac7a-9476ce13ddae,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
NWPP,4276,b701bb54-2c4d-4dcf-b697-b35e482da499,NWPP,WECC Northwest / Western Power Grid,https://bedes.lbl.gov/node/b701bb54-2c4d-4dcf-b697-b35e482da499,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
NYCW,4277,e50e17b5-43a9-4d39-956d-2fa40c2a3955,NYCW,NPCC NYC / Westchester / Eastern Power Grid,https://bedes.lbl.gov/node/e50e17b5-43a9-4d39-956d-2fa40c2a3955,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
NYLI,4278,48cc3c31-33d7-4451-91a9-98b59517163b,NYLI,NPCC Long Island / Eastern Power Grid,https://bedes.lbl.gov/node/48cc3c31-33d7-4451-91a9-98b59517163b,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
NYUP,4279,b18fc9b4-ee20-459b-aa90-a8b2ff31a4c0,NYUP,NPCC Upstate NY / Eastern Power Grid,https://bedes.lbl.gov/node/b18fc9b4-ee20-459b-aa90-a8b2ff31a4c0,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
RFCE,4280,538ed035-98e3-4e65-b6d5-b90ff7f68c4f,RFCE,RFC East / Eastern Power Grid,https://bedes.lbl.gov/node/538ed035-98e3-4e65-b6d5-b90ff7f68c4f,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
RFCM,4281,0065eb49-1702-4b6b-ad07-54e2dbd7e46f,RFCM,RFC Michigan / Eastern Power Grid,https://bedes.lbl.gov/node/0065eb49-1702-4b6b-ad07-54e2dbd7e46f,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
RFCW,4282,41bf1733-9e69-46ab-b6cf-a8e2d0fcb5da,RFCW,RFC West / Eastern Power Grid,https://bedes.lbl.gov/node/41bf1733-9e69-46ab-b6cf-a8e2d0fcb5da,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
RMPA,4283,108ee680-7194-4602-b9fb-575b0f7941c6,RMPA,WECC Rockies / Western Power Grid,https://bedes.lbl.gov/node/108ee680-7194-4602-b9fb-575b0f7941c6,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SPNO,4284,c724734b-bf6f-4eeb-966e-f78960565818,SPNO,SPP North / Eastern Power Grid,https://bedes.lbl.gov/node/c724734b-bf6f-4eeb-966e-f78960565818,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SPSO,4285,1f56ce6c-72a4-4ca1-b28d-b56c8d7d1419,SPSO,SPP South / Eastern Power Grid,https://bedes.lbl.gov/node/1f56ce6c-72a4-4ca1-b28d-b56c8d7d1419,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SRMV,4286,5bb22d51-3c15-4f65-a26a-875f1cd5621c,SRMV,SERC Mississippi Valley / Eastern Power Grid,https://bedes.lbl.gov/node/5bb22d51-3c15-4f65-a26a-875f1cd5621c,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SRMW,4287,bc5730e4-e759-47d8-8f40-59a317adb717,SRMW,SERC Midwest / Eastern Power Grid,https://bedes.lbl.gov/node/bc5730e4-e759-47d8-8f40-59a317adb717,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SRSO,4288,eb86dc27-88f6-4096-93a5-a8760adb4a9e,SRSO,SERC South / Eastern Power Grid,https://bedes.lbl.gov/node/eb86dc27-88f6-4096-93a5-a8760adb4a9e,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SRTV,4289,fbf22259-1b81-405f-bacd-b0367e814cfc,SRTV,SERC Tennessee Valley / Eastern Power Grid,https://bedes.lbl.gov/node/fbf22259-1b81-405f-bacd-b0367e814cfc,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
SRVC,4290,7ef36f87-e5bc-4fa4-91a9-3ec384276e25,SRVC,SWERC Virginia / Carolina / Eastern Power Grid,https://bedes.lbl.gov/node/7ef36f87-e5bc-4fa4-91a9-3ec384276e25,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0
Other,4291,,,,,,
FAA,4292,0670e591-076c-4bf2-96d9-5e4beccdb419,FAA,Federal Aviation Administration,https://bedes.lbl.gov/node/0670e591-076c-4bf2-96d9-5e4beccdb419,93778e60-f5c0-450e-bfee-f0ff60085678,1.0
ICAO,4293,a9885c5c-8f97-4ace-b307-c49363ebc110,ICAO,International Civil Aviation Organization,https://bedes.lbl.gov/node/a9885c5c-8f97-4ace-b307-c49363ebc110,93778e60-f5c0-450e-bfee-f0ff60085678,1.0
NWS,4294,f9931aa5-d46f-48f7-a2ef-14cb1afdcdb7,NWS,National Weather Service,https://bedes.lbl.gov/node/f9931aa5-d46f-48f7-a2ef-14cb1afdcdb7,93778e60-f5c0-450e-bfee-f0ff60085678,1.0
WBAN,4295,07aded54-0c40-45ed-a1b9-2923a19a3c85,WBAN,Weather Bureau Army Navy,https://bedes.lbl.gov/node/07aded54-0c40-45ed-a1b9-2923a19a3c85,93778e60-f5c0-450e-bfee-f0ff60085678,1.0
WMO,4296,70b04fc9-162a-4c8b-85d4-60580816e94c,WMO,World Meteorological Organization,https://bedes.lbl.gov/node/70b04fc9-162a-4c8b-85d4-60580816e94c,93778e60-f5c0-450e-bfee-f0ff60085678,1.0
Other,4297,,,,,,
Commercial,4298,ed7ecbde-6ced-4d34-ac8f-c0a708c197e0,Commercial,,https://bedes.lbl.gov/node/ed7ecbde-6ced-4d34-ac8f-c0a708c197e0,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Residential,4299,fa78b468-72c1-4903-be00-3c620740e46c,Residential,Residential premises.,https://bedes.lbl.gov/node/fa78b468-72c1-4903-be00-3c620740e46c,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Mixed use commercial,4300,622b9f3b-1315-4700-9c04-8d89e71b6f8a,Mixed use commercial,"A commercial premises includes non-manufacturing business establishments including hotels, restaurants, wholesale businesses, retail stores, warehouses, storage facilities, and health, social and educational institutions.",https://bedes.lbl.gov/node/622b9f3b-1315-4700-9c04-8d89e71b6f8a,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Other,4301,,,,,,
Lots,4302,e373c540-4bfd-49a0-9e68-b4e382acb9c9,Lot,Land properties are often sold with multiple land lots.,https://bedes.lbl.gov/node/e373c540-4bfd-49a0-9e68-b4e382acb9c9,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9166666666666666
Parking spaces,4303,27f11703-35c2-4661-92c7-6d854a671a19,Parking space,Designated parking spaces drawn on parking premises.,https://bedes.lbl.gov/node/27f11703-35c2-4661-92c7-6d854a671a19,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9857142857142858
Apartment units,4304,6f966b38-c2b3-4348-a0aa-3ea125192c68,Apartment unit,Individual units in multifamily housing that are rented or sold separately.,https://bedes.lbl.gov/node/6f966b38-c2b3-4348-a0aa-3ea125192c68,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9866666666666667
Businesses,4305,46fa2012-c975-4b44-9a4a-72548b00e0a4,Business,Individual business operating in the premises.,https://bedes.lbl.gov/node/46fa2012-c975-4b44-9a4a-72548b00e0a4,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.96
Guest rooms,4306,838f4f48-75d6-4d76-8e85-8fe0d8ddf0d8,Guest room,Individual guest rooms available for occupation. Rooms that have double connecting doors are counted should still be considered separate units.,https://bedes.lbl.gov/node/838f4f48-75d6-4d76-8e85-8fe0d8ddf0d8,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9818181818181818
Stations,4307,06767903-787e-4ef6-8775-819dc2eb05f4,Station,"Individual stations on the premises, such as workstations in a manufacturer, cashier stations in a retail store, etc.",https://bedes.lbl.gov/node/06767903-787e-4ef6-8775-819dc2eb05f4,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.975
Buildings,4308,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,fba25f46-1fbd-4379-b4fa-5d34884730b0,0.9777777777777777
Areas,4309,2ecfc1fb-f240-4b6d-b05c-7855d4bcfe0d,Area,"An area is a section within a building that serves a specific activity and could stand alone, such as a restaurant inside a hotel. An area could also be section of a building that has distinctly different equipment densities, occupancies, energy-use patterns, operating characteristics, or HVAC configurations.",https://bedes.lbl.gov/node/2ecfc1fb-f240-4b6d-b05c-7855d4bcfe0d,fba25f46-1fbd-4379-b4fa-5d34884730b0,0.96
Thermal Zones,4310,adfdd485-010a-478c-afe3-e31e6f5d5fe0,Thermal zone,"Thermal zone is a space or group of spaces within a building with heating and cooling requirements that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor.",https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0,fba25f46-1fbd-4379-b4fa-5d34884730b0,0.9525641025641025
Floors,4311,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9666666666666667
Rooms,4312,78b43fdd-c53b-467d-8c41-ea71f2860db2,Room,"Rooms refers to subdivisions of a housing unit. Whole rooms are rooms such as living rooms, dining rooms, bedrooms, kitchens, lodgers' rooms, finished basements or attic rooms, recreation rooms, and permanently enclosed sun porches that are used year round. Rooms used for offices by a person living in the unit are included. Not considered to be rooms are bathrooms, halls, foyers or vestibules, balconies, closets, alcoves, pantries, strip or pullman kitchens, laundry or furnace rooms, unfinished attics or basements, open porches, and unfinished space used for storage. A partially divided room, such as a dinette next to a kitchen or a living room, is considered a separate room only if there is a partition from floor to ceiling, but not if the partition consists solely of shelves or cabinets. If a room is used by occupants of more than one unit, the room is included with the unit from which it is most easily reached.",https://bedes.lbl.gov/node/78b43fdd-c53b-467d-8c41-ea71f2860db2,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.96
Bedrooms,4313,c9d609a0-439d-486a-8af0-5b8371bd2e21,Bedroom,"Bedrooms are rooms that are intended for sleeping, even if not presently used for sleeping. The number of bedrooms are those that would be listed as descriptive of the apartment of house if it were on the market for sale or rent. A one-room efficiency or studio apartment has no bedrooms.",https://bedes.lbl.gov/node/c9d609a0-439d-486a-8af0-5b8371bd2e21,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.975
Other,4314,,,,,,
Unknown,4315,,,,,,
Draft,4316,8789cd86-3994-468c-89ce-e7b31c4a2bd8,Draft,,https://bedes.lbl.gov/node/8789cd86-3994-468c-89ce-e7b31c4a2bd8,52bf6a65-c6ec-47eb-8816-75c77ba06ce5,1.0
