attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words
BuildingSync,Building Sync,72159,BuildingSync,,,,,,,"Words: Term, Unmatched",Building,List-Option,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,,,Sync
Programs,Assessment Program,72160,BuildingSync.Programs,ad6bed68-892c-4078-870e-958b41953f8d,Assessment Program,Premises,"Program which issues energy labels, ratings, or sustainability certifications.",https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,1.0,Term-to-Term Match,,,,,,
Program,Assessment Program,72161,BuildingSync.Programs.Program,ad6bed68-892c-4078-870e-958b41953f8d,Assessment Program,Premises,"Program which issues energy labels, ratings, or sustainability certifications.",https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,1.0,Term-to-Term Match,,,,,,
ProgramDate,Assessment Program Date,72162,BuildingSync.Programs.Program.ProgramDate,,,,,,,Words: all Term,"Assessment Program,  Date","Term,  Term","https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d, https://bedes.lbl.gov/node/b2a9970d-75bc-4e60-a295-a1f33e2d5dae",,,
ProgramFundingSource,Assessment Program Funding Source,72163,BuildingSync.Programs.Program.ProgramFundingSource,,,,,,,Words: all Term,"Assessment Program,  Funding Source","Term,  Term","https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d, https://bedes.lbl.gov/node/df6b02d4-7642-4209-a9cd-680756a05d60",,,
ProgramClassification,Assessment Program Classification,72164,BuildingSync.Programs.Program.ProgramClassification,,,,,,,"Words: Term, Word",Assessment Program,Term,https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,Classification,https://bedes.lbl.gov/node/0698bc5a-c677-4937-a364-0c7f2047631f,
Facilities,Facilities,72165,BuildingSync.Facilities,,,,,,,Words: all Word,,,,Facilities,https://bedes.lbl.gov/node/b6fca2b4-5856-452a-9198-1a0455dd73f0,
Facility,Facility,72166,BuildingSync.Facilities.Facility,,,,,,,Words: all Word,,,,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,
Sites,Sites,72167,BuildingSync.Facilities.Facility.Sites,,,,,,,Words: all Term,Sites,List-Option,https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be,,,
Site,Site,72168,BuildingSync.Facilities.Facility.Sites.Site,9903ed36-9213-4446-b9af-3f165cfed87c,Site,,Site refers to the land on which the premises is built on.,https://bedes.lbl.gov/node/9903ed36-9213-4446-b9af-3f165cfed87c,1.0,Term-to-List-Option Match,,,,,,
Buildings,Buildings,72169,BuildingSync.Facilities.Facility.Sites.Site.Buildings,,,,,,,Words: all Term,Buildings,List-Option,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,,,
Building,Building,72170,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,1.0,Term-to-List-Option Match,,,,,,
BuildingClassification,Building Classification,72171,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.BuildingClassification,,,,,,,"Words: Term, Word",Building,List-Option,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,Classification,https://bedes.lbl.gov/node/0698bc5a-c677-4937-a364-0c7f2047631f,
MultiTenant,Multi Tenant,72172,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.MultiTenant,,,,,,,"Words: Term, Word",Tenant,List-Option,https://bedes.lbl.gov/node/c9d6ba64-e009-422f-b307-0b06431946aa,Multi,https://bedes.lbl.gov/node/19bfcc84-3ccb-4a56-8d90-3ad1b12d67fa,
NAICSCode,NAICS Code,72173,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.NAICSCode,92597db5-170e-40a8-94d3-58c4fec2e147,NAICS Code,Premises,North American Industry Classification System code.,https://bedes.lbl.gov/node/92597db5-170e-40a8-94d3-58c4fec2e147,1.0,Term-to-Term Match,,,,,,
PubliclySubsidized,Public Subsidized,72174,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PubliclySubsidized,,,,,,,Words: all Word,,,,"Public,  Subsidized","https://bedes.lbl.gov/node/b24563d1-03b2-4cfb-97e3-bcfc53eb97a3, https://bedes.lbl.gov/node/a76d67f9-eb41-43e0-ac7a-71bb87397653",
FederalBuilding,Federal Building,72175,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FederalBuilding,,,,,,,"Words: Term, Word",Building,List-Option,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,Federal,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Agency,Agency,72176,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FederalBuilding.Agency,28d8d9dd-4448-4493-902f-9cf1d191428d,Agency,,"Agency such as the Federal agency, required to designate a facility as a federal property in Portfolio Manager.",https://bedes.lbl.gov/node/28d8d9dd-4448-4493-902f-9cf1d191428d,1.0,Term-to-List-Option Match,,,,,,
DepartmentRegion,Department Region,72177,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FederalBuilding.DepartmentRegion,,,,,,,"Words: Term, Word",Department,List-Option,https://bedes.lbl.gov/node/2f05ae58-2f06-46cd-8af5-c9e0029b094e,Region,https://bedes.lbl.gov/node/1d181fae-0231-46c8-a129-6f33e94ea243,
NumberOfBusinesses,Number Of Business,72178,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.NumberOfBusinesses,,,,,,,"Words: Term, Word",Business,List-Option,https://bedes.lbl.gov/node/253d99c5-b550-4126-92cd-65a2aa99f49a,"Number,  Of","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa",
ConditionedFloorsAboveGrade,Conditioned Floors Above Grade,72179,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.ConditionedFloorsAboveGrade,,,,,,,Words: all Term,"Above Grade,  Conditioned,  Floors","List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/f69a78f4-a81c-4673-9bd8-d9cedab55d49, https://bedes.lbl.gov/node/925008ac-90f0-4fc5-9627-d44dc8e91246, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,
ConditionedFloorsBelowGrade,Conditioned Floors Below Grade,72180,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.ConditionedFloorsBelowGrade,,,,,,,Words: all Term,"Below Grade,  Conditioned,  Floors","List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/38a85360-2110-4b8d-a269-9086cdc9ae3a, https://bedes.lbl.gov/node/925008ac-90f0-4fc5-9627-d44dc8e91246, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,
UnconditionedFloorsAboveGrade,Unconditioned Floors Above Grade,72181,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UnconditionedFloorsAboveGrade,,,,,,,Words: all Term,"Above Grade,  Unconditioned,  Floors","List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/f69a78f4-a81c-4673-9bd8-d9cedab55d49, https://bedes.lbl.gov/node/9de91345-4f35-4334-ba1b-4b954e6d197c, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,
UnconditionedFloorsBelowGrade,Unconditioned Floors Below Grade,72182,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UnconditionedFloorsBelowGrade,,,,,,,Words: all Term,"Below Grade,  Unconditioned,  Floors","List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/38a85360-2110-4b8d-a269-9086cdc9ae3a, https://bedes.lbl.gov/node/9de91345-4f35-4334-ba1b-4b954e6d197c, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,
HistoricalLandmark,Historical Landmark,72183,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.HistoricalLandmark,,,,,,,"Words: Word, Unmatched",,,,Historical,https://bedes.lbl.gov/node/84b970ab-defb-45f4-9475-3bde4e1fa14c,Landmark
AspectRatio,Aspect Ratio,72184,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.AspectRatio,a5be89a5-247c-49cf-8a37-c0ce3cbdc67d,Aspect Ratio,Global Terms,"The ratio of width to length, of a premises",https://bedes.lbl.gov/node/a5be89a5-247c-49cf-8a37-c0ce3cbdc67d,1.0,Term-to-Term Match,,,,,,
Perimeter,Perimeter,72185,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Perimeter,5500e473-1357-4674-8677-60c490aee209,Perimeter,Global Terms,Length of a line forming the boundary around the premises,https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209,1.0,Term-to-Term Match,,,,,,
TotalExteriorAboveGradeWallArea,Total Exterior Above Grade Wall Area,72186,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TotalExteriorAboveGradeWallArea,,,,,,,Words: all Term,"Above Grade,  Total,  Exterior,  Wall,  Area","List-Option,  List-Option,  List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/f69a78f4-a81c-4673-9bd8-d9cedab55d49, https://bedes.lbl.gov/node/552a462b-4bd7-465a-94fe-ab161973dc20, https://bedes.lbl.gov/node/4c4b6f76-164d-43ff-9b15-593283074f6c, https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
TotalExteriorBelowGradeWallArea,Total Exterior Below Grade Wall Area,72187,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TotalExteriorBelowGradeWallArea,,,,,,,Words: all Term,"Below Grade,  Total,  Exterior,  Wall,  Area","List-Option,  List-Option,  List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/38a85360-2110-4b8d-a269-9086cdc9ae3a, https://bedes.lbl.gov/node/552a462b-4bd7-465a-94fe-ab161973dc20, https://bedes.lbl.gov/node/4c4b6f76-164d-43ff-9b15-593283074f6c, https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
TotalCommonConditionedAboveGradeWallArea,Total Common Conditioned Above Grade Wall Area,72188,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TotalCommonConditionedAboveGradeWallArea,,,,,,,Words: all Term,"Above Grade,  Total,  Common,  Conditioned,  Wall,  Area","List-Option,  List-Option,  List-Option,  List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/f69a78f4-a81c-4673-9bd8-d9cedab55d49, https://bedes.lbl.gov/node/552a462b-4bd7-465a-94fe-ab161973dc20, https://bedes.lbl.gov/node/2803abed-f5ef-4d79-a8e6-0d550cdf0646, https://bedes.lbl.gov/node/925008ac-90f0-4fc5-9627-d44dc8e91246, https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
OverallWindowToWallRatio,Overall Window To Wall Ratio,72189,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OverallWindowToWallRatio,,,,,,,"Words: Term, Unmatched",Window To Wall Ratio,Term,https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c,,,Overall
OverallDoorToWallRatio,Overall Door To Wall Ratio,72190,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OverallDoorToWallRatio,,,,,,,"Words: Term, Word, Unmatched","Door,  Wall","List-Option,  List-Option","https://bedes.lbl.gov/node/30a439aa-8099-4320-8cb6-5c490d09204d, https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd","To,  Ratio","https://bedes.lbl.gov/node/d37a9012-13cb-4cf5-8a8f-77d7f924643e, https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c",Overall
HeightDistribution,Height Distribution,72191,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.HeightDistribution,c819129f-1853-41e3-8373-6981f3dc7a88,Height Distribution,Premises,Description of height variations in the premises.,https://bedes.lbl.gov/node/c819129f-1853-41e3-8373-6981f3dc7a88,1.0,Term-to-Term Match,,,,,,
HorizontalSurroundings,Horizontal Surroundings,72192,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.HorizontalSurroundings,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,Horizontal Surroundings,Envelope,Attachments to the outermost horizontal surfaces of the premises.,https://bedes.lbl.gov/node/9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,1.0,Term-to-Term Match,,,,,,
VerticalSurroundings,Vertical Surroundings,72193,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.VerticalSurroundings,160cf3e7-6cd4-42a2-86c2-b239564304f9,Vertical Surroundings,Envelope,Attachments to the outermost vertical surfaces of the premises.,https://bedes.lbl.gov/node/160cf3e7-6cd4-42a2-86c2-b239564304f9,1.0,Term-to-Term Match,,,,,,
Assessments,Assessments,72194,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments,,,,,,,Words: all Word,,,,Assessments,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
Assessment,Assessment,72195,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment,,,,,,,Words: all Word,,,,Assessment,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
AssessmentProgram,Assessment Assessment Program,72196,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentProgram,,,,,,,"Words: Term, Word",Assessment Program,Term,https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,Assessment,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
AssessmentLevel,Assessment Level,72197,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentLevel,3690b215-2550-4f3a-91f3-8714b0ef242d,Assessment Level,Premises,"Value from assessment programs that produce a descriptive (rather than numeric) rating, such as LEED or NGBS.",https://bedes.lbl.gov/node/3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,Term-to-Term Match,,,,,,
AssessmentValue,Assessment Value,72198,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentValue,aa5e89bc-2db3-4aeb-8018-35fdfb58923b,Assessment Value,Premises,"Value from assessment programs that produce a numeric metric, such as Energy Star Score, Home Energy Rating System (HERS) Index Score, Home Energy Score",https://bedes.lbl.gov/node/aa5e89bc-2db3-4aeb-8018-35fdfb58923b,1.0,Term-to-Term Match,,,,,,
AssessmentYear,Assessment Year,72199,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentYear,4c521191-18e1-47c3-8992-0921c4b571ec,Assessment Year,Premises,Year the assessment qualifications for recognition were documented.,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,1.0,Term-to-Term Match,,,,,,
AssessmentVersion,Assessment Version,72200,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentVersion,69cb8f56-8e45-4975-9dbb-6d46eaea26c2,Assessment Version,Premises,"Version of the assessment documentation, such as ""2.0""",https://bedes.lbl.gov/node/69cb8f56-8e45-4975-9dbb-6d46eaea26c2,1.0,Term-to-Term Match,,,,,,
YearOccupied,Year Occupied,72201,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOccupied,,,,,,,"Words: Term, Word",Occupied,List-Option,https://bedes.lbl.gov/node/4eb8b2a2-555d-4cc9-8ea2-8a62d8567260,Year,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,
YearOfLastEnergyAudit,Year Of Last Energy Audit,72202,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLastEnergyAudit,,,,,,,"Words: Term, Word","Energy,  Audit","List-Option,  List-Option","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/18f13e95-85ef-44f1-92b8-6ab7c118c8fb","Year,  Of,  Last","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/8352647f-b1c4-40e6-b379-738ffc60fe7d",
RetrocommissioningDate,Retrocommissioning Date,72203,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.RetrocommissioningDate,,,,,,,Words: all Term,"Retrocommissioning,  Date","List-Option,  Term","https://bedes.lbl.gov/node/1b392ab5-a2da-47ea-ab32-9eab4a770217, https://bedes.lbl.gov/node/b2a9970d-75bc-4e60-a295-a1f33e2d5dae",,,
YearOfLatestRetrofit,Year Of Most Recent Retrofit,72204,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLatestRetrofit,,,,,,,"Words: Term, Word",Retrofit,List-Option,https://bedes.lbl.gov/node/ac4c720b-7d1d-44e6-90fd-b15995b94f30,"Year,  Of,  Most,  Recent","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/47469a92-0129-4b5c-a74a-c75e96ba93fa, https://bedes.lbl.gov/node/47469a92-0129-4b5c-a74a-c75e96ba93fa",
YearOfLastMajorRemodel,Year Of Last Major Remodel,72205,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLastMajorRemodel,,,,,,,"Words: Term, Word",Major Remodel,List-Option,https://bedes.lbl.gov/node/bb3a73bb-7579-4736-a69d-88ae98570c2b,"Year,  Of,  Last","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/8352647f-b1c4-40e6-b379-738ffc60fe7d",
PercentOccupiedByOwner,Percent Occupied By Owner,72206,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PercentOccupiedByOwner,6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,Percent Occupied By Owner,Contact,Percent of gross floor area that is occupied by the owner.,https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,1.0,Term-to-Term Match,,,,,,
PercentLeasedByOwner,Percent Leased By Owner,72207,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PercentLeasedByOwner,,,,,,,"Words: Term, Word, Unmatched","Percent,  Owner","List-Option,  List-Option","https://bedes.lbl.gov/node/89c7adf4-76b6-4b05-8580-ba19cd5b5631, https://bedes.lbl.gov/node/901fd87f-9eb3-4365-8d75-e2ea1d4e2ea8",By,https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,Leased
NumberOfFacilitiesOnSite,Number Of Facilities On Site,72208,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.NumberOfFacilitiesOnSite,,,,,,,"Words: Term, Word","On,  Site","List-Option,  List-Option","https://bedes.lbl.gov/node/0f05d37e-26f0-4e83-8045-fdff0a9fcf43, https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be","Number,  Of,  Facilities","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/b6fca2b4-5856-452a-9198-1a0455dd73f0",
OperatorType,Operator Type,72209,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OperatorType,,,,,,,"Words: Term, Word",Operator,List-Option,https://bedes.lbl.gov/node/e8441dff-490b-4da1-996b-36ef6eba93f7,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
Sections,Sections,72210,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections,,,,,,,Words: all Word,,,,Sections,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,
Section,Section,72211,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section,,,,,,,Words: all Word,,,,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,
SectionType,Section Type,72212,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.SectionType,f004b8d9-f128-4a19-b11d-56be188989f0,Section Type,Premises,Premises breakdown,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,1.0,Term-to-Term Match,,,,,,
FootprintShape,Footprint Shape,72213,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.FootprintShape,dc8cd762-b447-4c87-8a7b-1ccf451fbf06,Footprint Shape,Envelope,General shape of the premises outlined by the exterior walls. Illustrations will be added when the web version is developed.,https://bedes.lbl.gov/node/dc8cd762-b447-4c87-8a7b-1ccf451fbf06,1.0,Term-to-Term Match,,,,,,
NumberOfSides,Number Of Sides,72214,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.NumberOfSides,,,,,,,"Words: Term, Word",Sides,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,"Number,  Of","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa",
ThermalZoneLayout,Thermal Zone Layout,72215,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ThermalZoneLayout,31a911ea-321d-46f8-af8b-a937c90790bc,Thermal Zone Layout,Global Terms,Type of zoning used for space conditioning,https://bedes.lbl.gov/node/31a911ea-321d-46f8-af8b-a937c90790bc,1.0,Term-to-Term Match,,,,,,
PerimeterZoneDepth,Perimeter Zone Depth,72216,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.PerimeterZoneDepth,,,,,,,"Words: Term, Word","Perimeter,  Depth","Term,  Term","https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209, https://bedes.lbl.gov/node/5f497898-62a1-4933-95f5-fd8316ec0ad1",Zone,https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,
SideA1Orientation,Side A1 Orientation,72217,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.SideA1Orientation,,,,,,,"Words: Term, Unmatched","Side,  Orientation","List-Option,  Term","https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b, https://bedes.lbl.gov/node/926f2e90-48e4-40d7-bff7-9153ea03b93f",,,A1
Sides,Sides,72218,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides,,,,,,,Words: all Term,Sides,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,,,
Side,Side,72219,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side,959cbc7e-5ded-498f-8b7f-d43604c16e2b,Side,,Common unit abbreviation: Side,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,1.0,Term-to-List-Option Match,,,,,,
SideNumber,Side Number,72220,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.SideNumber,,,,,,,"Words: Term, Word",Side,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,Number,https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64,
SideLength,Side Length,72221,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.SideLength,,,,,,,Words: all Term,"Side,  Length","List-Option,  Term","https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b, https://bedes.lbl.gov/node/c2ce3a65-5b45-4888-a52b-68cbdd8f2337",,,
WallIDs,Wall Identifier,72222,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WallIDs,,,,,,,Words: all Term,"Wall,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
WallID,Wall Identifier,72223,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WallIDs.WallID,,,,,,,Words: all Term,"Wall,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
WallArea,Wall Area,72224,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WallIDs.WallID.WallArea,,,,,,,Words: all Term,"Wall,  Area","List-Option,  Term","https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
WallID,Wall Identifier,72225,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WallID,,,,,,,Words: all Term,"Wall,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
WallArea,Wall Area,72226,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WallID.WallArea,,,,,,,Words: all Term,"Wall,  Area","List-Option,  Term","https://bedes.lbl.gov/node/c0dd2004-2776-4940-8750-40bd4aa384cd, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
WindowIDs,Window Identifier,72227,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowIDs,,,,,,,Words: all Term,"Window,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/934211b1-a905-4db1-84af-6ce114f151aa, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
WindowID,Window Identifier,72228,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowIDs.WindowID,,,,,,,Words: all Term,"Window,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/934211b1-a905-4db1-84af-6ce114f151aa, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
WindowToWallRatio,Window To Wall Ratio,72229,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowIDs.WindowID.WindowToWallRatio,386c6359-a381-4dbf-b2e0-c72069f7843c,Window To Wall Ratio,Envelope,"Ratio of total window area to total wall area, where the total wall area is calculated using the floor to floor height, rather than the floor to ceiling height.",https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c,1.0,Term-to-Term Match,,,,,,
