attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance
WeatherStationName,341,Audits.Audit.Sites.Site.WeatherStationName,848b9da6-495b-4d9d-85a5-29bf95733a73,Weather Station Name,Premises,"The name of the weather station associated with this premises, which could be used for simulations, weather normalization, anomaly resolution, etc. For simulations, this is usually the name of the weather file, but the name is also in the header of the data file (TMY, IWEC), such as USA_CO_Denver.Intl.AP.",https://bedes.lbl.gov/node/848b9da6-495b-4d9d-85a5-29bf95733a73,0.98
WeatherStationCategory,342,Audits.Audit.Sites.Site.WeatherStationCategory,93778e60-f5c0-450e-bfee-f0ff60085678,Weather Station Category,Premises,Describes the type of weather station used to specify the site's weather.,https://bedes.lbl.gov/node/93778e60-f5c0-450e-bfee-f0ff60085678,0.9833333333333333
Longitude,343,Audits.Audit.Sites.Site.Longitude,b263d4b0-0f00-48fd-a750-3e8d610bdb98,Longitude,Premises,"Distance measured in degrees east or west from an imaginary line (called the prime meridian) that goes from the North Pole to the South Pole and that passes through Greenwich, England.",https://bedes.lbl.gov/node/b263d4b0-0f00-48fd-a750-3e8d610bdb98,1.0
Latitude,344,Audits.Audit.Sites.Site.Latitude,913d4b10-bf26-4c0d-b662-699c339c3ad6,Latitude,Premises,Distance north or south of the equator measured in degrees up to 90 degrees.,https://bedes.lbl.gov/node/913d4b10-bf26-4c0d-b662-699c339c3ad6,1.0
Facilities,,,,,,,,
Facility,,,,,,,,
FacilityClassification,,,,,,,,
SpatialUnits,348,Audits.Audit.Sites.Site.Facilities.Facility.SpatialUnits,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,Spatial Unit Type,Premises,Unit type within the premises.,https://bedes.lbl.gov/node/d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9127450980392157
SpatialUnitType,349,Audits.Audit.Sites.Site.Facilities.Facility.SpatialUnits.SpatialUnitType,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,Spatial Unit Type,Premises,Unit type within the premises.,https://bedes.lbl.gov/node/d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,0.9764705882352941
NumberOfUnits,,,,,,,,
UnitDensity,,,,,,,,
NAICSCode,352,Audits.Audit.Sites.Site.Facilities.Facility.NAICSCode,92597db5-170e-40a8-94d3-58c4fec2e147,NAICS Code,Premises,North American Industry Classification System code.,https://bedes.lbl.gov/node/92597db5-170e-40a8-94d3-58c4fec2e147,0.98
PubliclySubsidized,,,,,,,,
FederalBuilding,,,,,,,,
Agency,,,,,,,,
DepartmentRegion,,,,,,,,
PortfolioManager,,,,,,,,
PMBenchmarkDate,,,,,,,,
BuildingProfileStatus,,,,,,,,
FederalSustainabilityChecklistCompletionPercentage,2847,Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.FederalSustainabilityChecklistCompletionPercentage,83a7940f-046b-4b7a-b4f4-382e156c0d9e,Federal Sustainability Checklist Completion Percentage,Premises,Percentage of the Federal High Performance sustainability Checklist that has been completed for federal building in Portfolio Manager.,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,0.9851851851851852
NumberOfBusinesses,,,,,,,,
FloorsAboveGrade,,,,,,,,
FloorsBelowGrade,,,,,,,,
ConditionedFloorsAboveGrade,,,,,,,,
ConditionedFloorsBelowGrade,,,,,,,,
UnconditionedFloorsAboveGrade,,,,,,,,
UnconditionedFloorsBelowGrade,,,,,,,,
BuildingAutomationSystem,,,,,,,,
HistoricalLandmark,,,,,,,,
AspectRatio,370,Audits.Audit.Sites.Site.Facilities.Facility.AspectRatio,a5be89a5-247c-49cf-8a37-c0ce3cbdc67d,Aspect Ratio,Global Terms,"The ratio of width to length, of a premises",https://bedes.lbl.gov/node/a5be89a5-247c-49cf-8a37-c0ce3cbdc67d,0.9833333333333333
Perimeter,371,Audits.Audit.Sites.Site.Facilities.Facility.Perimeter,5500e473-1357-4674-8677-60c490aee209,Perimeter,Global Terms,Length of a line forming the boundary around the premises,https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209,1.0
TotalExteriorAboveGradeWallArea,,,,,,,,
TotalExteriorBelowGradeWallArea,,,,,,,,
OverallWindowToWallRatio,,,,,,,,
HeightDistribution,375,Audits.Audit.Sites.Site.Facilities.Facility.HeightDistribution,c819129f-1853-41e3-8373-6981f3dc7a88,Height Distribution,Premises,Description of height variations in the premises.,https://bedes.lbl.gov/node/c819129f-1853-41e3-8373-6981f3dc7a88,0.9894736842105263
HorizontalSurroundings,376,Audits.Audit.Sites.Site.Facilities.Facility.HorizontalSurroundings,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,Horizontal Surroundings,Envelope,Attachments to the outermost horizontal surfaces of the premises.,https://bedes.lbl.gov/node/9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,0.9913043478260869
VerticalSurroundings,377,Audits.Audit.Sites.Site.Facilities.Facility.VerticalSurroundings,160cf3e7-6cd4-42a2-86c2-b239564304f9,Vertical Surroundings,Envelope,Attachments to the outermost vertical surfaces of the premises.,https://bedes.lbl.gov/node/160cf3e7-6cd4-42a2-86c2-b239564304f9,0.9904761904761905
Assessment,378,Audits.Audit.Sites.Site.Facilities.Facility.Assessment,61ea146e-87b7-4741-b7b1-a98e6e78180d,Assessment Tool,Premises,Tools that provide a performance ranking based on a peer group of similar buildings.,https://bedes.lbl.gov/node/61ea146e-87b7-4741-b7b1-a98e6e78180d,0.9333333333333333
AssessmentProgram,379,Audits.Audit.Sites.Site.Facilities.Facility.Assessment.AssessmentProgram,ad6bed68-892c-4078-870e-958b41953f8d,Assessment Program,Premises,"Program which issues energy labels, ratings, or sustainability certifications.",https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,0.9888888888888889
AssessmentLevel,380,Audits.Audit.Sites.Site.Facilities.Facility.Assessment.AssessmentLevel,3690b215-2550-4f3a-91f3-8714b0ef242d,Assessment Level,Premises,"Value from assessment programs that produce a descriptive (rather than numeric) rating, such as LEED or NGBS.",https://bedes.lbl.gov/node/3690b215-2550-4f3a-91f3-8714b0ef242d,0.9874999999999999
AssessmentValue,381,Audits.Audit.Sites.Site.Facilities.Facility.Assessment.AssessmentValue,aa5e89bc-2db3-4aeb-8018-35fdfb58923b,Assessment Value,Premises,"Value from assessment programs that produce a numeric metric, such as Energy Star Score, Home Energy Rating System (HERS) Index Score, Home Energy Score",https://bedes.lbl.gov/node/aa5e89bc-2db3-4aeb-8018-35fdfb58923b,0.9874999999999999
AssessmentYear,382,Audits.Audit.Sites.Site.Facilities.Facility.Assessment.AssessmentYear,4c521191-18e1-47c3-8992-0921c4b571ec,Assessment Year,Premises,Year the assessment qualifications for recognition were documented.,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,0.9866666666666667
AssessmentVersion,383,Audits.Audit.Sites.Site.Facilities.Facility.Assessment.AssessmentVersion,69cb8f56-8e45-4975-9dbb-6d46eaea26c2,Assessment Version,Premises,"Version of the assessment documentation, such as ""2.0""",https://bedes.lbl.gov/node/69cb8f56-8e45-4975-9dbb-6d46eaea26c2,0.9888888888888889
YearOfConstruction,,,,,,,,
YearOccupied,,,,,,,,
YearOfLastEnergyAudit,,,,,,,,
RetrocommissioningDate,,,,,,,,
YearOfLatestRetrofit,,,,,,,,
YearOfLastMajorRemodel,,,,,,,,
PercentOccupiedByOwner,390,Audits.Audit.Sites.Site.Facilities.Facility.PercentOccupiedByOwner,6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,Percent Occupied By Owner,Contact,Percent of gross floor area that is occupied by the owner.,https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,0.976
NumberOfFacilitiesOnSite,,,,,,,,
OperatorType,,,,,,,,
Subsections,,,,,,,,
Subsection,,,,,,,,
FootprintShape,396,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.FootprintShape,dc8cd762-b447-4c87-8a7b-1ccf451fbf06,Footprint Shape,Envelope,General shape of the premises outlined by the exterior walls. Illustrations will be added when the web version is developed.,https://bedes.lbl.gov/node/dc8cd762-b447-4c87-8a7b-1ccf451fbf06,0.9866666666666667
Story,,,,,,,,
ThermalZoneLayout,398,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.ThermalZoneLayout,31a911ea-321d-46f8-af8b-a937c90790bc,Thermal Zone Layout,Global Terms,Type of zoning used for space conditioning,https://bedes.lbl.gov/node/31a911ea-321d-46f8-af8b-a937c90790bc,0.9789473684210527
PerimeterZoneDepth,399,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.PerimeterZoneDepth,5500e473-1357-4674-8677-60c490aee209,Perimeter,Global Terms,Length of a line forming the boundary around the premises,https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209,0.9
SideA1Orientation,,,,,,,,
Sides,,,,,,,,
Side,,,,,,,,
SideNumber,,,,,,,,
SideLength,,,,,,,,
WallID,,,,,,,,
WallArea,,,,,,,,
WindowID,,,,,,,,
FenestrationArea,412,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.Sides.Side.DoorID.FenestrationArea,72b5b341-ba65-447b-a827-dd8b954db234,Fenestration,Envelope,"A premises component that contains of some type of transparent or translucent glazing material, as well as some type of framing or sash material. The Location term can be added to this term if there is a need to differentiate between interior and exterior fenestration products, or in any other way describe the location of the product.",https://bedes.lbl.gov/node/72b5b341-ba65-447b-a827-dd8b954db234,0.95
WindowToWallRatio,409,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.Sides.Side.WindowID.WindowToWallRatio,386c6359-a381-4dbf-b2e0-c72069f7843c,Window To Wall Ratio,Envelope,"Ratio of total window area to total wall area, where the total wall area is calculated using the floor to floor height, rather than the floor to ceiling height.",https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c,0.9700000000000001
PercentOfWindowAreaShaded,,,,,,,,
DoorID,,,,,,,,
ThermalZoneID,,,,,,,,
RoofID,,,,,,,,
RoofArea,,,,,,,,
RoofInsulatedArea,,,,,,,,
SkylightID,,,,,,,,
PercentSkylightArea,418,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.RoofID.SkylightID.PercentSkylightArea,1cc713a8-83d7-420a-9438-34d94b36f8e2,Percent Skylight Area,Envelope,The percent of the skylight area relative to the roof area.,https://bedes.lbl.gov/node/1cc713a8-83d7-420a-9438-34d94b36f8e2,0.9809523809523809
CeilingID,,,,,,,,
CeilingArea,,,,,,,,
CeilingInsulatedArea,,,,,,,,
SpaceID,,,,,,,,
FoundationID,,,,,,,,
FoundationArea,,,,,,,,
XOffset,428,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.XOffset,25b148b0-fd4e-4aac-8a5d-01c69b79d49f,Offset,Global Terms,"Distance from the edge of a surface to another surface or object. Offset can be used to help describe a building shape, as used in Commercial Asset Score Tool. It can also be used to describe the location of a window in a wall, where offset is used to describe the distance from the edge of al wall to the edge of a window frame",https://bedes.lbl.gov/node/25b148b0-fd4e-4aac-8a5d-01c69b79d49f,0.9523809523809524
YOffset,429,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.YOffset,25b148b0-fd4e-4aac-8a5d-01c69b79d49f,Offset,Global Terms,"Distance from the edge of a surface to another surface or object. Offset can be used to help describe a building shape, as used in Commercial Asset Score Tool. It can also be used to describe the location of a window in a wall, where offset is used to describe the distance from the edge of al wall to the edge of a window frame",https://bedes.lbl.gov/node/25b148b0-fd4e-4aac-8a5d-01c69b79d49f,0.9523809523809524
ZOffset,430,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.ZOffset,25b148b0-fd4e-4aac-8a5d-01c69b79d49f,Offset,Global Terms,"Distance from the edge of a surface to another surface or object. Offset can be used to help describe a building shape, as used in Commercial Asset Score Tool. It can also be used to describe the location of a window in a wall, where offset is used to describe the distance from the edge of al wall to the edge of a window frame",https://bedes.lbl.gov/node/25b148b0-fd4e-4aac-8a5d-01c69b79d49f,0.9523809523809524
FloorsPartiallyBelowGrade,,,,,,,,
FloorToFloorHeight,,,,,,,,
FloorToCeilingHeight,,,,,,,,
ThermalZones,,,,,,,,
ThermalZone,3146,Audits.Audit.Report.Scenarios.Scenario.LinkedPremises.ThermalZone,31a911ea-321d-46f8-af8b-a937c90790bc,Thermal Zone Layout,Global Terms,Type of zoning used for space conditioning,https://bedes.lbl.gov/node/31a911ea-321d-46f8-af8b-a937c90790bc,0.9157894736842105
DeliveryID,,,,,,,,
HVACScheduleID,,,,,,,,
SetpointTemperatureHeating,,,,,,,,
SetbackTemperatureHeating,,,,,,,,
HeatLowered,,,,,,,,
SetpointTemperatureCooling,,,,,,,,
SetupTemperatureCooling,,,,,,,,
ACAdjusted,,,,,,,,
Spaces,,,,,,,,
Space,,,,,,,,
OccupancyScheduleID,,,,,,,,
OccupantsActivityLevel,449,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.ThermalZones.ThermalZone.Spaces.Space.OccupantsActivityLevel,804b1300-5049-4595-a2e4-6789ef6e3b02,Occupant Activity Level,Premises,The activity level that drives the amount of internal gains due to occupants.,https://bedes.lbl.gov/node/804b1300-5049-4595-a2e4-6789ef6e3b02,0.9735177865612649
DaylitFloorArea,,,,,,,,
DaylightingIlluminanceSetpoint,,,,,,,,
PercentageOfCommonSpace,,,,,,,,
ConditionedVolume,453,Audits.Audit.Sites.Site.Facilities.Facility.Subsections.Subsection.ThermalZones.ThermalZone.Spaces.Space.ConditionedVolume,c38f9cc1-b4fe-459f-a194-41188cc02e89,Condition,Global Terms,Description of a component's condition.,https://bedes.lbl.gov/node/c38f9cc1-b4fe-459f-a194-41188cc02e89,0.9058823529411765
PremisesName,,,,,,,,
PremisesNotes,,,,,,,,
PremisesIdentifiers,,,,,,,,
PremisesIdentifier,,,,,,,,
IdentifierLabel,553,Audits.Audit.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierLabel,224f52fa-2b57-4a3e-8956-2c94bd1996be,Identifier Label,Premises,"Identifier used in a specific program or dataset. There can be multiple instances of Identifier Types within a dataset, such as a Listing ID, a Tax Map Number ID, and a Custom ID.",https://bedes.lbl.gov/node/224f52fa-2b57-4a3e-8956-2c94bd1996be,0.9874999999999999
IdentifierCustomName,554,Audits.Audit.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierCustomName,fb871c36-a226-4297-b674-319455f05f83,Identifier,Premises,The identifying value associated with the Identifier Type. There can be many Identifier Types and Values associated with an individual premises.,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,0.9
IdentifierValue,555,Audits.Audit.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierValue,fb871c36-a226-4297-b674-319455f05f83,Identifier,Premises,The identifying value associated with the Identifier Type. There can be many Identifier Types and Values associated with an individual premises.,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,0.9333333333333333
OccupancyClassification,558,Audits.Audit.Sites.Site.OccupancyClassification,c96589bd-0dfc-47a4-b040-11dba49d2ebd,Occupancy Classification,Premises,"Classification main utilization of the premises by building occupants. Can be used to describe a complex, building, or spaces within the building.",https://bedes.lbl.gov/node/c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9916666666666667
OccupancyLevels,,,,,,,,
OccupancyLevel,,,,,,,,
OccupantType,529,Audits.Audit.Sites.Site.Facilities.Facility.OccupancyLevels.OccupancyLevel.OccupantType,9990e638-f884-446b-9218-c5855a7e7955,Occupant Type,Premises,Type of occupants who are permanently resident in a premises.,https://bedes.lbl.gov/node/9990e638-f884-446b-9218-c5855a7e7955,0.9846153846153847
OccupantQuantityType,530,Audits.Audit.Sites.Site.Facilities.Facility.OccupancyLevels.OccupancyLevel.OccupantQuantityType,0f74ee3f-107b-48dd-878f-8d3a8ee389ca,Occupant Quantity Type,Premises,Type of quantitative measure for capturing occupant information about the premises. The value is captured by the Quantity term.,https://bedes.lbl.gov/node/0f74ee3f-107b-48dd-878f-8d3a8ee389ca,0.9818181818181818
OccupantQuantity,531,Audits.Audit.Sites.Site.Facilities.Facility.OccupancyLevels.OccupancyLevel.OccupantQuantity,0f74ee3f-107b-48dd-878f-8d3a8ee389ca,Occupant Quantity Type,Premises,Type of quantitative measure for capturing occupant information about the premises. The value is captured by the Quantity term.,https://bedes.lbl.gov/node/0f74ee3f-107b-48dd-878f-8d3a8ee389ca,0.9454545454545455
TypicalOccupantUsages,,,,,,,,
TypicalOccupantUsage,,,,,,,,
TypicalOccupantUsageValue,,,,,,,,
TypicalOccupantUsageUnits,,,,,,,,
PrimaryContactID,,,,,,,,
TenantID,,,,,,,,
FloorAreas,,,,,,,,
FloorArea,,,,,,,,
FloorAreaType,,,,,,,,
FloorAreaCustomName,,,,,,,,
FloorAreaValue,3163,Audits.Audit.Report.Scenarios.Scenario.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,468fbd28-7043-45fb-8287-9e4ee2efbe6d,Floor Area Qualifier,Premises,Floor area can be defined and described in many different ways for different purposes. This type field allows multiple types of floor area definitions to exist in the same dataset.,https://bedes.lbl.gov/node/468fbd28-7043-45fb-8287-9e4ee2efbe6d,0.9003296703296704
FloorAreaPercentage,,,,,,,,
UserDefinedFields,,,,,,,,
UserDefinedField,,,,,,,,
FieldName,,,,,,,,
FieldValue,,,,,,,,
Ownership,589,Audits.Audit.Sites.Site.Ownership,24bd82d8-839c-4442-a939-457fae1d207d,Ownership,Contact,"The type of organization, association, or business, that owns the premises.",https://bedes.lbl.gov/node/24bd82d8-839c-4442-a939-457fae1d207d,1.0
OwnershipStatus,590,Audits.Audit.Sites.Site.OwnershipStatus,11aa3a57-c513-4a19-89ec-3b2a4f2b2088,Ownership Status,Contact,Ownership status of the premises or equipment with respect to the contact.,https://bedes.lbl.gov/node/11aa3a57-c513-4a19-89ec-3b2a4f2b2088,0.9874999999999999
Address,3331,Audits.Audit.Tenants.Tenant.Address,9ae91208-70a6-4fe4-b486-166eadb219f7,Address Label,Contact,,https://bedes.lbl.gov/node/9ae91208-70a6-4fe4-b486-166eadb219f7,0.9076923076923077
StreetAddressDetail,,,,,,,,
Simplified,,,,,,,,
StreetAddress,,,,,,,,
StreetAdditionalInfo,,,,,,,,
Complex,,,,,,,,
StreetNumberPrefix,,,,,,,,
StreetNumberNumeric,,,,,,,,
StreetNumberSuffix,,,,,,,,
StreetDirPrefix,,,,,,,,
StreetName,3341,Audits.Audit.Tenants.Tenant.Address.StreetAddressDetail.Complex.StreetName,81d08d4f-64e0-47f2-9615-2654eea7b288,Street Name,Contact,"The portion of the complete street name that identifies the particular thoroughfare (as opposed to the Street Name Pre Modifier, Street Name Post Modifier, Street Name Pre Directional, Street Name Post Directional, Street Name Pre Type, Street Name Post Type, and Separator Element (if any) in the complete street name.)",https://bedes.lbl.gov/node/81d08d4f-64e0-47f2-9615-2654eea7b288,0.9818181818181818
StreetSuffix,,,,,,,,
StreetSuffixModifier,,,,,,,,
StreetDirSuffix,,,,,,,,
SubaddressType,3346,Audits.Audit.Tenants.Tenant.Address.StreetAddressDetail.Complex.SubaddressType,aeae978b-c81e-4318-b6af-8ac8da74dd51,Subaddress Type,Contact,The type of subaddress to which the associated Subaddress Identifier applies.,https://bedes.lbl.gov/node/aeae978b-c81e-4318-b6af-8ac8da74dd51,0.9866666666666667
SubaddressIdentifier,3347,Audits.Audit.Tenants.Tenant.Address.StreetAddressDetail.Complex.SubaddressIdentifier,61ba6f05-7526-4de3-8e86-467d6262c98e,Subaddress Identifier,Contact,"The letters, numbers, words, or combination thereof used to distinguish different subaddresses of the same type when several occur within the same feature. For example, in subaddress ""Building 4"", the Subaddress Identifier = ""4"". Subaddress Identifier can also be parts of a building, for example ""Penthouse"" or ""Mezzanine"".",https://bedes.lbl.gov/node/61ba6f05-7526-4de3-8e86-467d6262c98e,0.9904761904761905
City,3348,Audits.Audit.Tenants.Tenant.Address.City,c208fe09-422d-4031-abf6-073aa7bda8c5,City,Contact,The city for the Address associated with this contact.,https://bedes.lbl.gov/node/c208fe09-422d-4031-abf6-073aa7bda8c5,1.0
State,3349,Audits.Audit.Tenants.Tenant.Address.State,9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b,State,Contact,The state for the address associated with this contact.,https://bedes.lbl.gov/node/9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b,1.0
PostalCode,,,,,,,,
PostalCodePlus4,,,,,,,,
County,3352,Audits.Audit.Tenants.Tenant.Address.County,be811d87-d5db-4e1c-84ec-ccbbccdb852c,County,Contact,The county for the address associated with this contact.,https://bedes.lbl.gov/node/be811d87-d5db-4e1c-84ec-ccbbccdb852c,1.0
Country,3353,Audits.Audit.Tenants.Tenant.Address.Country,be811d87-d5db-4e1c-84ec-ccbbccdb852c,County,Contact,The county for the address associated with this contact.,https://bedes.lbl.gov/node/be811d87-d5db-4e1c-84ec-ccbbccdb852c,0.9714285714285714
Systems,,,,,,,,
HVACSystems,,,,,,,,
HVACSystem,,,,,,,,
Plants,,,,,,,,
HeatingPlant,,,,,,,,
HeatingPlantCondition,,,,,,,,
Boiler,,,,,,,,
BoilerType,,,,,,,,
BurnerQuantity,,,,,,,,
BurnerTurndownRatio,742,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerTurndownRatio,08c0c997-9d50-4441-99d8-934eb03ea43a,Burner Turndown Ratio,HVAC,"If applicable, the turndown ratio for the burner (full input/minimum input).",https://bedes.lbl.gov/node/08c0c997-9d50-4441-99d8-934eb03ea43a,0.9809523809523809
CondensingOperation,743,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.CondensingOperation,3835a2ea-4a5a-40c2-a643-01619cf1c496,Condensing Operation,HVAC,Capability of a boiler or furnace of condensing the water vapor in the exhaust flue gas to obtain a higher efficiency.,https://bedes.lbl.gov/node/3835a2ea-4a5a-40c2-a643-01619cf1c496,0.99
InputCapacity,764,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.InputCapacity,d6f19636-b883-4dfa-8f70-9f55ac5d283f,Input Capacity,HVAC,The rate of energy consumption of the heating plant at full load.,https://bedes.lbl.gov/node/d6f19636-b883-4dfa-8f70-9f55ac5d283f,0.9857142857142858
OutputCapacity,765,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.OutputCapacity,f26e2efd-2fbf-47bc-981b-376aa086d098,Output Capacity,HVAC,Output capacity of equipment.,https://bedes.lbl.gov/node/f26e2efd-2fbf-47bc-981b-376aa086d098,0.9866666666666667
NumberOfHeatingStages,766,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.NumberOfHeatingStages,f12fcef4-ee6c-4129-80ac-0f6068a62880,Number of Heating Stages,HVAC,"The number of heating stages, excluding ""off.""",https://bedes.lbl.gov/node/f12fcef4-ee6c-4129-80ac-0f6068a62880,0.9571428571428571
HeatingStageCapacityFraction,767,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingStageCapacityFraction,f5e46b67-69e7-4df4-9bdc-2a1badd478b0,Heating Stage Capacity Fraction,HVAC,"Average capacity of each heating stage, at ARI rated conditions, expressed as a fraction of total capacity",https://bedes.lbl.gov/node/f5e46b67-69e7-4df4-9bdc-2a1badd478b0,0.9806451612903226
AnnualHeatingEfficiencyValue,,,,,,,,
CombustionEfficiency,,,,,,,,
ThermalEfficiency,,,,,,,,
BoilerInsulationRValue,614,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerInsulationRValue,1cabe46e-f19b-427a-b03d-7400adac1b99,Boiler Insulation R Value,HVAC,Insulation R-Value of hot water storage tank.,https://bedes.lbl.gov/node/1cabe46e-f19b-427a-b03d-7400adac1b99,0.976
BoilerInsulationThickness,615,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerInsulationThickness,46fa6568-6689-4d71-adc0-99280c1d00f5,Boiler Insulation Thickness,HVAC,Insulation thickness of hot water storage tank. [inches],https://bedes.lbl.gov/node/46fa6568-6689-4d71-adc0-99280c1d00f5,0.9851851851851852
HotWaterBoilerMinimumFlowRate,,,,,,,,
HotWaterBoilerMaximumFlowRate,,,,,,,,
BoilerEWT,,,,,,,,
BoilerLWT,,,,,,,,
HotWaterResetControl,,,,,,,,
SteamBoilerMinimumOperatingPressure,,,,,,,,
SteamBoilerMaximumOperatingPressure,,,,,,,,
BoilerPercentCondensateReturn,623,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerPercentCondensateReturn,ec2635c1-8717-4526-a4f9-fd432ad982ed,Boiler Percent Condensate Return,HVAC,The percentage of condensed steam that is returned to the boiler. (0-1),https://bedes.lbl.gov/node/ec2635c1-8717-4526-a4f9-fd432ad982ed,0.98125
BurnerType,746,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerType,90d53c1c-45d2-47bf-aedc-853a8cc23cf9,Burner Type,HVAC,"Type of burner on boiler or furnace, if applicable.",https://bedes.lbl.gov/node/90d53c1c-45d2-47bf-aedc-853a8cc23cf9,0.9818181818181818
